97.2222222	97.037037	98.5815603	98.989899
96.2025316	94.8717949	100	100
97.3977695	95.3846154	100	99.1111111
98.156682	96.2162162	100	97.8142077
98.173516	96.1748634	100	97.826087
100	92.6315789	100	100
95.8677686	95.7446809	100	99.2366412
96.2616822	95.6043956	100	97.8947368
98.245614	94.9152542	100	100
98.5915493	95.7142857	100	100
96.031746	99.3103448	100	97.0149254
97.8571429	94.8529412	100	99.1304348
99.2481203	93.8461538	98.4375	98.1981982
96.4788732	97.761194	100	100
94.6666667	95.2941176	100	100
97.4576271	94.488189	100	98.8764045
95.7894737	97.3684211	100	98.5507246
98.3606557	93.3333333	100	98.4375
94.7368421	95.049505	100	100
97.0760234	93.5294118	100	100
97.6190476	98.3606557	100	100
97.7777778	100	100	97.5
93.6936937	95.1923077	100	100
95.7446809	94.4444444	100	99.1869919
98.6486486	96.3855422	98.6666667	100
98.3471074	95.3271028	100	97.7777778
98.8372093	96.1538462	100	98.7012987
97.826087	94.6808511	100	96.4285714
100	100	100	98.3050847
98.4126984	97.0588235	100	99.3421053
98.4848485	96.0784314	100	98.9795918
96.1538462	97.0588235	100	97.5609756
98.019802	96.7741935	99.1525424	98.8095238
97.6635514	96.1165049	100	98.6013986
96.7551622	93.3333333	98.7775061	97.4842767
95.5719557	96.6292135	98.9761092	99.047619
97.8902954	96.5811966	100	100
100	97.2222222	100	100
98.8439306	98.3050847	99.4680851	99.2805755
99.1620112	96.4497041	99.2518703	99.6441281
96.9298246	97.2111554	99.6350365	99.5670996
97.752809	98.4536082	100	99.3865031
99.2307692	98.6394558	100	100
100	100	100	100
98.7730061	98.8950276	100	100
100	98.1981982	100	99.1666667
97.826087	96.5517241	100	99.5555556
97.9094077	97.9591837	98.5163205	99.2
93.2885906	98	98.9189189	100
96.1783439	96.835443	98.2954545	99.0909091
98.6111111	96.9465649	100	98.019802
97.260274	96.3855422	98.4455959	97.6744186
96.3235294	97.2789116	100	98.1651376
94.5454545	96.8503937	99.3589744	98.9010989
98.757764	100	99.4475138	97.9310345
100	97.3684211	100	98.75
98.0769231	96.1956522	99.1266376	99.3333333
98.1927711	93.7142857	99.543379	100
44.6428571	46.2184874	48.3870968	46.2686567
52.3809524	46.6666667	34.8837209	26.1904762
46.031746	63.4328358	49.2957746	55.1401869
45.8874459	38.5826772	52.6748971	43.6548223
45.6445993	45.2830189	49.8412698	49.2957746
41.1111111	34.1176471	44.4444444	35.2941176
50	45.4545455	44	43.2432432
49.3589744	44.1717791	38.9534884	44.9275362
54.6583851	46.5277778	45.959596	47.008547
45.5958549	39.380531	47.1615721	51.9774011
40.625	51.3513514	52.15311	44.4444444
39.748954	48.4375	37.2727273	43.3862434
52.0231214	47.6923077	41.4634146	44.7674419
45.9770115	50.6329114	60.6382979	51.6666667
44.2857143	44.2307692	45.7142857	51.3513514
49.2753623	49.5652174	42.8571429	44.5544554
44.9367089	57.5581395	43.3526012	39.6449704
50.9615385	50.2347418	44.6280992	42.4418605
98.4126984	95.049505	100	98.1651376
46.5838509	41.221374	50.3401361	50
42.4	51.754386	51.5151515	41.9354839
49.2307692	43.2835821	49.3449782	46.9879518
46.3414634	57.0247934	47.5083056	46.8899522
48.7394958	53.877551	49.1596639	48.8888889
55.8823529	45.9677419	51.6393443	55.4216867
49.6376812	40.625	51.8394649	49.7607656
61.1111111	58.5798817	57.8125	53.2467532
46.6666667	44.9640288	51.5923567	45.021645
53.3039648	52.3404255	46.9314079	51.010101
36.1702128	42.4528302	50	38.3561644
49.2537313	52.7777778	54.4303797	53.0434783
45.5445545	46.7741935	54.3307087	55.7894737
54.2857143	47.3333333	44.516129	44.3478261
50.5882353	48.4848485	42.8571429	42.4242424
48.5915493	46.9135802	49.5114007	51.25
43.9252336	46.9483568	52.7027027	40
47.8991597	45.7264957	48.4732824	48.3695652
47.5	45.2586207	48.8549618	47.1204188
44.7916667	40.1785714	51.6666667	48.75
59.2592593	60.8695652	52.9411765	29.1666667
46.2365591	51.1363636	50.4273504	46.25
49.382716	45.177665	52.1582734	56.5420561
34.502924	53.038674	50.617284	53.125
53.9473684	55.3846154	45.2054795	44.7761194
49.3273543	45.8515284	55.8394161	48.6363636
47	40.5982906	45.4954955	46.9135802
45.026178	46.7661692	41.9213974	39.3617021
50.3546099	41.4814815	47.4860335	43.8596491
54.4186047	52.56917	42.3387097	51.9148936
35.7843137	44	47.979798	45.4545455
53.6231884	43.4210526	47.7011494	52.5925926
44.6428571	54.4554455	47.2	51.6393443
54.5454545	50.7352941	55.2845528	43.1034483
54.0372671	45.3416149	49.6855346	50
48.6486486	41.0714286	39.7435897	54.3859649
30.2631579	35.7142857	25.7575758	28.5714286
63.7168142	64.8648649	57.6923077	54.3478261
31.4285714	27.2727273	40.9090909	19.2982456
64.2857143	61.1111111	61.7886179	65.1685393
36.9230769	25.2941176	31.5151515	32.4503311
36.9318182	33.1428571	37.2670807	31.7073171
32.2981366	39.3939394	30.1136364	29.8611111
28.125	21.875	28.2608696	34.0740741
19.6217494	21.3270142	17.6972281	25.2840909
72.7272727	83.7837838	84.2105263	90.3225806
32.0987654	32.3529412	38.2716049	45.4545455
28.5714286	21.8181818	21.9178082	26.1538462
30.9090909	8.5714286	32.0754717	27.9069767
70.9219858	67.4242424	68.7943262	58.6206897
61.8181818	54.7413793	64.6788991	61.1111111
70.3947368	71.6216216	74.2690058	71.1711712
74.1626794	70.0251889	77.6572668	77.1653543
65.625	66.6666667	64.556962	62
42.1428571	28.75	42.8571429	19.2
26.3157895	28.3333333	24.21875	22.2222222
25.1572327	31.6770186	26.9461078	37.704918
67.1755725	58.3333333	65.4676259	69.3069307
67.5675676	73.8317757	83.5294118	75.6410256
63.6363636	63.0952381	71.5517241	61.3333333
52.7777778	70	80	93.1034483
14.5945946	12.345679	15.6118143	22.0858896
15.2542373	23.9316239	17.6923077	15.5555556
69.6551724	80.5825243	76.2589928	85.5855856
72.5	74.5945946	77.7292576	73.2620321
63.1034483	62.835249	65.9090909	65.6126482
31.377551	28.5347044	31.9371728	27.3356401
28.5714286	32.5966851	31.377551	33.4394904
67.6767677	63.5	66.5306122	61.9565217
30.952381	31.25	31.7757009	30.5555556
59.6153846	53.9748954	61.1607143	65.2173913
28.8888889	33.3333333	21.4765101	33.6283186
66.6666667	58.1395349	61.0526316	71.7948718
61.5384615	64.4736842	64.4628099	60.326087
28.8888889	31.2977099	25	28.4482759
34.8717949	28.5714286	25.5102041	37.7622378
33.7349398	35.5555556	56.1797753	35.3846154
31.875	37.8531073	34.5549738	29.0780142
59.0909091	63.8095238	65.0406504	70.5882353
45.4545455	22.0338983	34.4262295	30.9090909
64.1221374	62.5	55.9440559	69.4736842
33.8624339	31.7204301	27.6923077	30.952381
27.9411765	32.3076923	28.5714286	38.1818182
29.5918367	32.038835	34.4537815	32.7102804
34.1772152	29.4797688	31.3829787	31.0126582
18.5714286	11.8644068	22.2222222	22.6415094
29.0123457	29.2604502	30.4597701	31.5217391
55.5555556	61.1111111	60	65.7894737
56.7567568	66.9565217	62.1052632	61.4583333
70.5882353	63.9097744	55.0458716	58.1196581
57.6719577	66.6666667	74.1758242	61.2244898
24.0875912	28.6549708	34.2857143	19.6850394
59.245283	54.5112782	50.1872659	64.1509434
61.5384615	60	53.5714286	60
26.5217391	37.2727273	31.5217391	26.7676768
29.8136646	33.1288344	33.6787565	37.037037
59.4155844	57.3529412	62.4641834	65.5172414
96.4539007	95.7264957	100	100
67.4157303	56.3218391	66.6666667	64.4578313
35.7798165	31.25	27.4509804	27.6595745
