0	0.684931506849	0	0	2.26244343891	1.23966942149	5.10204081633	4.38871473354	0	0	0	0	0	0.384615384615	0	0	0	0	0	0	0	0	0	0	0
3.92156862745	3.95480225989	0.793650793651	6.61157024793	0.8	1.21951219512	2.5	4.2735042735	1.6	1.04166666667	3.97350993377	4.7619047619	2.48447204969	2.32558139535	1.43884892086	1.20481927711	3.24675324675	3.10559006211	0	2.65486725664	0	3.75939849624	1.75438596491	3.63636363636	4.16666666667
2.17391304348	1.20481927711	3.75	3.88349514563	7.46268656716	5.79710144928	1.53846153846	5.10204081633	0	0	2.35294117647	1.14942528736	8.9552238806	4.21052631579	0	5.71428571429	7.05882352941	6.97674418605	4	0	0	4.7619047619	4.81927710843	3.63636363636	4.54545454545
54.7619047619	54.1935483871	52.6627218935	48.8372093023	51.5151515152	36.8421052632	56.7375886525	44.1558441558	41.3461538462	49.4382022472	41.3223140496	44.7204968944	47.311827957	36.6972477064	47.3214285714	44.4444444444	51.5625	37.7777777778	46.3414634146	46.6101694915	55.652173913	48.5714285714	49.4505494505	33.7209302326	50.9090909091
0	1.94174757282	2.92682926829	4.54545454545	28.8888888889	27.7511961722	16.2303664921	13.4615384615	0	0	0	0.45871559633	0	0	0	16.4473684211	18.75	20.5714285714	16.265060241	1.69491525424	0	0	1.73410404624	0	0
30.7692307692	0	0	19.4444444444	0	0	0	0	0	0	0.862068965517	0	0	0	0	0	0	0	0	0	0	0	1.72413793103	1.6393442623	0
25	0	0	0	7.69230769231	0	0	6.25	0	11.1111111111	0	0	0	22.2222222222	0	0	12.5	0	9.52380952381	0	7.69230769231	0	0	25	0
1.70212765957	1.73913043478	2.59067357513	2.1978021978	1.88679245283	2.8901734104	3.44827586207	1.1673151751	0	0	0	0	8.61244019139	4.86486486486	3.38983050847	2.18579234973	1.84331797235	0.507614213198	0	12.5	5.55555555556	9.12863070539	12.3076923077	0	0
52.6946107784	50.6802721088	60.101010101	46.2686567164	56.1475409836	46.0076045627	53.431372549	46.8013468013	51.1961722488	47.7386934673	45.6747404844	48.8721804511	44.061302682	53.0120481928	51.9083969466	47.7551020408	53.0864197531	51.2605042017	52.3148148148	51.1904761905	47.3933649289	45.1361867704	56.880733945	50.9202453988	56.6371681416
8.57142857143	0	8.33333333333	0	12.5	0	0	6.25	0	0	5	0	0	0	2.63157894737	3.44827586207	3.0303030303	9.09090909091	0	0	3.44827586207	5.12820512821	0	0	0
0	0	0	6.25	0	13.6363636364	12	0	0	13.3333333333	7.69230769231	0	0	0	10.7142857143	0	0	0	16	0	0	6.25	0	0	0
0	0	0	0	0	0.194931773879	0	0	0	0	0	0	3.41207349081	11.4114114114	4.31034482759	0	0	0.242130750605	0	0	0	0	0	0	0
12.0879120879	13.9344262295	2.25225225225	1.6393442623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
